cumulative_fatalities_upper_bound,hospitalizations_lower_bound,icu_num,cumulative_cases_num,cases_lower_bound,current_hospitalizations_lower_bound,icu_upper_bound,location_id,intervention_date_id,current_icu_lower_bound,hospitalizations_num,fatalities_lower_bound,hospitalizations_upper_bound,current_icu_upper_bound,cases_num,portfolio_id,data_type,current_hospitalizations_num,cases_upper_bound,cumulative_fatalities_lower_bound,cumulative_cases_lower_bound,current_icu_num,fatalities_upper_bound,fatalities_num,icu_lower_bound,intervention_length,intervention_level,current_hospitalizations_upper_bound,future_scenario_id,cumulative_cases_upper_bound,cumulative_fatalities_num,date_str,date,scenario
610.54,0.38,4.66,7102.27,1.71,20.22,9.39,33,1,8.06,15.76,0.32,33.13,113.84,68.9,5,,224.76,127.53,156.55,2845.97,44.33,5.73,1.64,0.32,30,4,468.3,5,9950.41,329.55,,2020-05-31,4-1
616.23,0.38,4.6,7171.51,1.72,18.82,9.33,33,1,7.54,15.98,0.3,33.77,111.31,69.58,5,,221.04,129.68,157.39,2847.68,43.07,5.63,1.6,0.29,30,4,463.22,5,10079.01,331.18,,2020-06-01,4-1
621.82,0.38,4.55,7241.41,1.72,17.55,9.28,33,1,7.05,16.19,0.28,34.39,108.93,70.22,5,,217.86,131.72,158.22,2849.4,41.92,5.54,1.56,0.27,30,4,458.96,5,10209.71,332.77,,2020-06-02,4-1
627.33,0.38,4.51,7311.92,1.71,16.38,9.26,33,1,6.6,16.39,0.26,34.99,106.7,70.81,5,,215.16,133.69,159.05,2851.12,40.86,5.45,1.53,0.25,30,4,455.48,5,10342.42,334.32,,2020-06-03,4-1
632.75,0.37,4.48,7382.99,1.7,15.32,9.25,33,1,6.18,16.59,0.24,35.59,104.62,71.33,5,,212.9,134.99,159.87,2852.83,39.91,5.37,1.5,0.24,30,4,452.74,5,10476.79,335.84,,2020-06-04,4-1
638.09,0.37,4.45,7454.57,1.69,14.34,9.26,33,1,5.78,16.78,0.22,36.16,102.67,71.82,5,,211.03,135.98,160.68,2854.53,39.04,5.3,1.47,0.22,30,4,450.7,5,10612.26,337.34,,2020-06-05,4-1
643.37,0.37,4.44,7526.61,1.68,13.45,9.27,33,1,5.41,16.93,0.21,36.2,100.87,72.27,5,,209.51,136.87,161.49,2856.21,38.26,5.24,1.45,0.21,30,4,449.31,5,10748.69,338.81,,2020-06-06,4-1
648.59,0.36,4.42,7599.11,1.66,12.63,9.3,33,1,5.07,17.15,0.19,37.53,99.21,72.71,5,,208.31,137.65,162.3,2857.88,37.56,5.18,1.43,0.2,30,4,448.55,5,10886.03,340.25,,2020-06-07,4-1
653.76,0.36,4.42,7672.04,1.64,11.89,9.34,33,1,4.75,17.31,0.18,37.87,97.68,73.13,5,,207.41,138.43,163.1,2859.53,36.94,5.14,1.41,0.19,30,4,448.64,5,11024.19,341.68,,2020-06-08,4-1
658.89,0.36,4.42,7745.38,1.62,11.2,9.39,33,1,4.45,17.48,0.17,38.41,96.28,73.54,5,,206.75,139.2,163.91,2861.16,36.39,5.09,1.39,0.18,30,4,450.24,5,11163.01,343.09,,2020-06-09,4-1
663.97,0.35,4.42,7819.12,1.6,10.58,9.45,33,1,4.17,17.64,0.16,38.94,95.01,73.94,5,,206.32,139.97,164.71,2862.76,35.89,5.06,1.38,0.17,30,4,452.26,5,11302.59,344.48,,2020-06-10,4-1
669.03,0.35,4.43,7893.26,1.57,10,9.52,33,1,3.91,17.8,0.15,39.46,93.85,74.34,5,,206.09,140.72,165.52,2864.35,35.46,5.03,1.37,0.16,30,4,454.67,5,11442.94,345.86,,2020-06-11,4-1
674.05,0.35,4.44,7967.79,1.55,9.47,9.59,33,1,3.67,17.95,0.14,39.97,92.8,74.72,5,,206.05,141.47,166.33,2865.91,35.09,5.01,1.36,0.15,30,4,457.44,5,11584.04,347.24,,2020-06-12,4-1
679.06,0.34,4.45,8042.7,1.53,8.98,9.66,33,1,3.45,18.1,0.13,40.48,91.87,75.1,5,,206.17,142.22,167.14,2867.45,34.77,4.99,1.35,0.14,30,4,460.51,5,11725.88,348.6,,2020-06-13,4-1
684.06,0.34,4.46,8117.98,1.51,8.54,9.74,33,1,3.24,18.25,0.12,41,91.03,75.47,5,,206.43,142.95,167.95,2868.97,34.49,4.98,1.35,0.14,30,4,463.88,5,11868.47,349.96,,2020-06-14,4-1
689.04,0.33,4.48,8193.63,1.49,8.13,9.83,33,1,3.05,18.4,0.12,41.51,90.29,75.84,5,,206.83,143.68,168.76,2870.47,34.25,4.97,1.34,0.13,30,4,467.5,5,12011.78,351.31,,2020-06-15,4-1
694.03,0.33,4.5,8269.65,1.46,7.75,9.92,33,1,2.87,18.54,0.11,42.02,89.64,76.2,5,,207.34,144.4,169.58,2871.94,34.06,4.97,1.34,0.13,30,4,471.37,5,12155.84,352.65,,2020-06-16,4-1
699.02,0.33,4.52,8346.04,1.44,7.4,10.02,33,1,2.71,18.69,0.1,42.54,89.08,76.56,5,,207.96,145.12,170.4,2873.4,33.91,4.98,1.34,0.12,30,4,475.46,5,12300.6,354,,2020-06-17,4-1
704.01,0.32,4.54,8422.77,1.42,7.07,10.11,33,1,2.56,18.83,0.1,43.05,88.6,76.91,5,,208.67,145.83,171.23,2874.83,33.78,4.98,1.33,0.12,30,4,479.75,5,12446.07,355.34,,2020-06-18,4-1
709.01,0.32,4.56,8499.86,1.4,6.77,10.21,33,1,2.41,18.97,0.09,43.54,88.19,77.26,5,,209.47,146.53,172.05,2876.23,33.69,5,1.33,0.11,30,4,484.22,5,12592.25,356.69,,2020-06-19,4-1
714.03,0.31,4.58,8577.3,1.38,6.5,10.32,33,1,2.28,19.1,0.09,44.02,87.85,77.61,5,,210.35,147.22,172.88,2877.62,33.63,5.02,1.34,0.11,30,4,488.87,5,12739.13,358.03,,2020-06-20,4-1
719.07,0.31,4.61,8655.08,1.35,6.24,10.42,33,1,2.16,19.25,0.08,44.6,87.58,77.95,5,,211.3,147.91,173.72,2878.98,33.59,5.04,1.34,0.11,30,4,493.65,5,12886.69,359.37,,2020-06-21,4-1
724.14,0.3,4.63,8733.2,1.33,6,10.53,33,1,2.04,19.38,0.08,45.12,87.37,78.29,5,,212.31,148.59,174.56,2880.33,33.58,5.06,1.34,0.1,30,4,498.59,5,13034.95,360.72,,2020-06-22,4-1
729.23,0.3,4.66,8811.66,1.31,5.78,10.65,33,1,1.94,19.52,0.07,45.65,87.22,78.63,5,,213.37,149.27,175.4,2881.65,33.59,5.09,1.34,0.1,30,4,503.66,5,13183.88,362.07,,2020-06-23,4-1
734.35,0.3,4.69,8890.46,1.29,5.57,10.76,33,1,1.84,19.66,0.07,46.17,87.12,78.97,5,,214.49,149.94,176.25,2882.95,33.61,5.12,1.35,0.1,30,4,508.86,5,13333.48,363.42,,2020-06-24,4-1
739.5,0.29,4.71,8969.59,1.27,5.38,10.87,33,1,1.75,19.79,0.07,46.7,87.07,79.3,5,,215.65,150.6,177.1,2884.24,33.66,5.16,1.35,0.09,30,4,514.16,5,13483.75,364.78,,2020-06-25,4-1
744.7,0.29,4.74,9049.06,1.25,5.2,10.99,33,1,1.66,19.93,0.06,47.22,87.07,79.63,5,,216.86,151.26,177.96,2885.5,33.73,5.2,1.36,0.09,30,4,519.58,5,13634.68,366.15,,2020-06-26,4-1
749.93,0.28,4.77,9128.86,1.23,5.03,11.11,33,1,1.59,20.06,0.06,47.75,87.1,79.96,5,,218.1,151.91,178.81,2886.74,33.8,5.24,1.36,0.09,30,4,525.09,5,13786.27,367.51,,2020-06-27,4-1
755.21,0.28,4.8,9208.98,1.21,4.87,11.23,33,1,1.51,20.19,0.06,48.28,87.18,80.29,5,,219.37,152.55,179.68,2887.96,33.9,5.28,1.37,0.09,30,4,530.69,5,13938.5,368.89,,2020-06-28,4-1
760.53,0.27,4.83,9289.44,1.19,4.72,11.35,33,1,1.44,20.33,0.06,48.82,87.3,80.61,5,,220.68,153.19,180.54,2889.17,34.01,5.33,1.38,0.09,30,4,536.38,5,14091.37,370.27,,2020-06-29,4-1
765.9,0.27,4.86,9370.21,1.18,4.58,11.48,33,1,1.38,20.46,0.05,49.35,87.45,80.94,5,,222.01,153.82,181.42,2890.35,34.12,5.38,1.38,0.08,30,4,542.15,5,14244.87,371.66,,2020-06-30,4-1
771.32,0.27,4.89,9451.31,1.16,4.45,11.6,33,1,1.32,20.59,0.05,49.89,87.63,81.26,5,,223.37,154.45,182.29,2891.52,34.25,5.43,1.39,0.08,30,4,547.99,5,14399.02,373.05,,2020-07-01,4-1
776.8,0.26,4.92,9532.65,1.13,4.33,11.73,33,1,1.27,20.72,0.05,50.41,87.84,81.36,5,,224.75,155.07,183.17,2892.67,34.4,5.48,1.4,0.08,30,4,553.9,5,14553.78,374.45,,2020-07-02,4-1
782.32,0.26,4.95,9613.78,1.1,4.21,11.86,33,1,1.21,20.8,0.05,50.84,88.07,80.89,5,,226.13,155.68,184.05,2893.78,34.54,5.54,1.4,0.08,30,4,559.82,5,14709.15,375.86,,2020-07-03,4-1
787.91,0.25,4.98,9694.15,1.05,4.1,11.98,33,1,1.17,20.81,0.05,51.07,88.33,79.78,5,,227.45,156.29,184.94,2894.86,34.7,5.59,1.41,0.08,30,4,565.61,5,14865.14,377.28,,2020-07-04,4-1
793.56,0.25,5,9773.12,0.98,3.99,12.09,33,1,1.12,20.71,0.04,51.04,88.6,78.08,5,,228.63,156.89,185.82,2895.87,34.86,5.65,1.42,0.07,30,4,571.03,5,15021.73,378.71,,2020-07-05,4-1
799.26,0.24,5.02,9850.16,0.91,3.89,12.19,33,1,1.08,20.48,0.04,51.11,88.98,75.98,5,,229.56,157.49,186.71,2896.81,35.02,5.71,1.43,0.07,30,4,575.75,5,15178.92,380.14,,2020-07-06,4-1
805.02,0.23,5.03,9925.01,0.83,3.78,12.27,33,1,1.04,20.13,0.04,50.02,89.75,73.72,5,,230.13,158.08,187.61,2897.66,35.17,5.77,1.43,0.07,30,4,581.53,5,15336.71,381.58,,2020-07-07,4-1
810.85,0.22,5.02,9997.49,0.75,3.68,12.32,33,1,1,19.69,0.04,49.14,90.54,71.21,5,,230.29,158.67,188.5,2898.43,35.3,5.83,1.44,0.07,30,4,587.11,5,15495.09,383.02,,2020-07-08,4-1
816.73,0.21,5.01,10067.42,0.68,3.57,12.35,33,1,0.97,19.17,0.04,48.08,91.33,68.66,5,,229.96,159.25,189.39,2899.13,35.41,5.89,1.44,0.07,30,4,592.03,5,15654.05,384.47,,2020-07-09,4-1
822.67,0.2,4.98,10134.85,0.61,3.47,12.35,33,1,0.93,18.59,0.04,46.86,92.1,66.24,5,,229.14,159.47,190.28,2899.76,35.49,5.95,1.45,0.07,30,4,596.17,5,15813.23,385.92,,2020-07-10,4-1
828.67,0.19,4.94,10199.55,0.54,3.36,12.31,33,1,0.9,17.97,0.04,45.38,92.86,63.16,5,,227.82,153.34,190.46,2900.34,35.53,6,1.45,0.06,30,4,599.46,5,15964.6,387.38,,2020-07-11,4-1
834.72,0.17,4.89,10261.36,0.48,3.25,12.24,33,1,0.87,17.32,0.04,43.63,93.58,60.44,5,,225.99,153.91,190.5,2900.85,35.52,6.05,1.44,0.06,30,4,601.84,5,16101.51,388.83,,2020-07-12,4-1
840.81,0.16,4.82,10320.41,0.43,3.13,12.14,33,1,0.84,16.67,0.03,41.87,94.25,57.4,5,,223.69,154.48,190.53,2901.31,35.47,6.1,1.44,0.06,30,4,603.26,5,16226.89,390.28,,2020-07-13,4-1
846.94,0.15,4.75,10376.41,0.38,3.02,12,33,1,0.81,16,0.03,40.84,94.87,54.46,5,,220.95,155.05,190.57,2901.71,35.36,6.13,1.43,0.06,30,4,603.74,5,16343.89,391.72,,2020-07-14,4-1
853.11,0.14,4.67,10429.63,0.34,2.9,11.84,33,1,0.78,15.36,0.03,39.89,95.43,52.04,5,,217.8,155.61,190.6,2902.07,35.21,6.17,1.43,0.06,30,4,603.28,5,16454.33,393.16,,2020-07-15,4-1
859.3,0.13,4.58,10480.59,0.3,2.79,11.66,33,1,0.75,14.73,0.03,38.93,95.91,49.94,5,,214.3,156.16,190.63,2902.39,35,6.19,1.42,0.05,30,4,601.9,5,16559.34,394.58,,2020-07-16,4-1
865.52,0.12,4.48,10529.56,0.27,2.67,11.46,33,1,0.73,14.14,0.03,37.94,96.32,48.06,5,,210.51,156.71,190.66,2902.68,34.74,6.21,1.4,0.05,30,4,599.66,5,16659.72,396,,2020-07-17,4-1
871.75,0.11,4.38,10576.76,0.24,2.55,11.25,33,1,0.7,13.57,0.03,36.96,96.64,46.35,5,,206.47,157.26,190.69,2902.93,34.42,6.22,1.39,0.05,30,4,596.59,5,16756.05,397.4,,2020-07-18,4-1
877.99,0.1,4.28,10622.31,0.22,2.44,11.03,33,1,0.67,13.03,0.03,35.98,96.87,44.77,5,,202.23,157.8,190.72,2903.16,34.07,6.23,1.37,0.05,30,4,592.76,5,16848.75,398.78,,2020-07-19,4-1
884.22,0.09,4.17,10666.35,0.19,2.32,10.8,33,1,0.65,12.52,0.03,35.01,97.02,43.32,5,,197.84,158.33,190.75,2903.37,33.67,6.22,1.35,0.04,30,4,588.23,5,16938.14,400.15,,2020-07-20,4-1
890.45,0.08,4.06,10708.94,0.17,2.21,10.56,33,1,0.62,12.03,0.03,33.97,97.08,41.86,5,,193.33,156.98,190.77,2903.55,33.23,6.21,1.33,0.04,30,4,583.03,5,17024.46,401.5,,2020-07-21,4-1
896.67,0.08,3.96,10749.9,0.16,2.1,10.32,33,1,0.6,11.56,0.02,32.82,97.04,40.04,5,,188.73,146.9,190.8,2903.72,32.75,6.2,1.31,0.04,30,4,577.06,5,17107.91,402.82,,2020-07-22,4-1
902.86,0.07,3.85,10789.09,0.14,1.99,10.08,33,1,0.57,11.1,0.02,31.52,96.91,38.37,5,,184.07,138.14,190.82,2903.87,32.24,6.17,1.29,0.04,30,4,570.29,5,17188.65,404.13,,2020-07-23,4-1
909.02,0.07,3.74,10826.7,0.13,1.89,9.83,33,1,0.55,10.66,0.02,30.27,96.68,36.87,5,,179.36,131.51,190.84,2904,31.7,6.14,1.27,0.03,30,4,562.72,5,17266.82,405.41,,2020-07-24,4-1
915.15,0.06,3.63,10862.87,0.12,1.79,9.59,33,1,0.53,10.25,0.02,29.1,96.35,35.48,5,,174.63,126.17,190.87,2904.13,31.14,6.1,1.24,0.03,30,4,554.45,5,17342.52,406.67,,2020-07-25,4-1
921.23,0.05,3.52,10897.7,0.11,1.69,9.34,33,1,0.5,9.86,0.02,28.01,95.92,34.19,5,,169.91,121.63,190.89,2904.24,30.56,6.05,1.22,0.03,30,4,545.62,5,17415.86,407.9,,2020-07-26,4-1
927.26,0.05,3.41,10931.28,0.1,1.6,9.1,33,1,0.48,9.49,0.02,27.01,95.4,32.98,5,,165.21,117.62,190.91,2904.34,29.96,6,1.19,0.03,30,4,536.35,5,17486.93,409.11,,2020-07-27,4-1
933.23,0.05,3.31,10963.67,0.09,1.51,8.86,33,1,0.46,9.14,0.02,26.09,94.78,31.82,5,,160.55,113.95,190.93,2904.43,29.34,5.94,1.17,0.03,30,4,526.75,5,17555.81,410.29,,2020-07-28,4-1
939.14,0.04,3.21,10994.94,0.08,1.42,8.63,33,1,0.44,8.8,0.02,25.23,94.07,30.72,5,,155.95,110.55,190.94,2904.52,28.72,5.87,1.14,0.03,30,4,516.9,5,17622.59,411.45,,2020-07-29,4-1
944.98,0.04,3.11,11025.13,0.07,1.34,8.39,33,1,0.42,8.48,0.02,24.43,93.28,29.67,5,,151.41,107.33,190.96,2904.59,28.09,5.8,1.11,0.02,30,4,506.89,5,17687.32,412.58,,2020-07-30,4-1
950.75,0.04,3.01,11054.29,0.07,1.26,8.16,33,1,0.4,8.18,0.02,23.68,92.42,28.66,5,,146.95,104.28,190.98,2904.66,27.45,5.72,1.09,0.02,30,4,496.79,5,17750.07,413.68,,2020-07-31,4-1
956.43,0.03,2.91,11082.5,0.06,1.19,7.94,33,1,0.38,7.89,0.02,22.97,91.49,27.87,5,,142.58,101.72,190.99,2904.73,26.8,5.64,1.06,0.02,30,4,486.63,5,17810.94,414.75,,2020-08-01,4-1
962.04,0.03,2.82,11110.19,0.06,1.12,7.72,33,1,0.36,7.63,0.01,22.33,90.49,27.58,5,,138.3,100.76,191.01,2904.79,26.16,5.56,1.03,0.02,30,4,476.49,5,17871.25,415.8,,2020-08-02,4-1
967.56,0.03,2.73,11137.9,0.06,1.05,7.5,33,1,0.34,7.42,0.01,21.8,89.44,27.91,5,,134.16,101.68,191.02,2904.85,25.52,5.47,1.01,0.02,30,4,466.44,5,17932.17,416.83,,2020-08-03,4-1
973,0.03,2.64,11166.18,0.06,0.99,7.3,33,1,0.32,7.28,0.01,21.42,88.34,28.7,5,,130.19,104.11,191.04,2904.91,24.88,5.39,0.98,0.02,30,4,456.61,5,17994.9,417.82,,2020-08-04,4-1
978.35,0.02,2.57,11195.41,0.06,0.93,7.12,33,1,0.31,7.21,0.01,21.21,87.2,29.79,5,,126.45,107.56,191.05,2904.97,24.25,5.3,0.96,0.02,30,4,447.14,5,18060.58,418.79,,2020-08-05,4-1
983.6,0.02,2.49,11225.82,0.07,0.87,6.95,33,1,0.29,7.21,0.01,21.17,86.03,31.03,5,,122.99,111.6,191.06,2905.04,23.64,5.21,0.93,0.02,30,4,438.17,5,18129.8,419.74,,2020-08-06,4-1
988.77,0.02,2.43,11257.5,0.07,0.82,6.8,33,1,0.28,7.26,0.01,21.28,84.85,32.34,5,,119.84,115.94,191.07,2905.11,23.04,5.12,0.91,0.01,30,4,429.83,5,18202.75,420.66,,2020-08-07,4-1
993.85,0.02,2.37,11290.5,0.08,0.77,6.67,33,1,0.26,7.36,0.01,21.52,83.66,33.65,5,,117.03,120.37,191.08,2905.19,22.46,5.03,0.88,0.01,30,4,422.21,5,18279.46,421.56,,2020-08-08,4-1
998.84,0.02,2.33,11324.79,0.08,0.73,6.56,33,1,0.25,7.49,0.01,21.87,82.49,34.94,5,,114.56,124.79,191.09,2905.26,21.92,4.94,0.86,0.01,30,4,415.4,5,18359.84,422.43,,2020-08-09,4-1
1003.74,0.02,2.29,11360.35,0.08,0.68,6.48,33,1,0.23,7.65,0.01,22.31,81.33,36.18,5,,112.44,129.14,191.1,2905.35,21.4,4.86,0.84,0.01,30,4,409.43,5,18443.74,423.29,,2020-08-10,4-1
1008.57,0.02,2.25,11397.14,0.09,0.65,6.41,33,1,0.22,7.83,0.01,22.82,80.21,37.4,5,,110.67,133.4,191.11,2905.43,20.91,4.78,0.82,0.01,30,4,404.32,5,18531.02,424.12,,2020-08-11,4-1
1013.32,0.02,2.23,11435.13,0.09,0.61,6.37,33,1,0.21,8.02,0.01,23.38,79.13,38.57,5,,109.23,137.59,191.12,2905.52,20.47,4.71,0.81,0.01,30,4,400.08,5,18621.55,424.94,,2020-08-12,4-1
1017.99,0.02,2.21,11474.28,0.09,0.58,6.35,33,1,0.2,8.22,0.01,23.98,78.1,39.72,5,,108.11,141.71,191.13,2905.61,20.06,4.64,0.79,0.01,30,4,396.71,5,18715.21,425.74,,2020-08-13,4-1
1022.6,0.02,2.2,11514.57,0.09,0.55,6.34,33,1,0.19,8.44,0.01,24.62,77.14,40.86,5,,107.29,145.79,191.13,2905.7,19.69,4.57,0.78,0.01,30,4,394.17,5,18811.94,426.53,,2020-08-14,4-1
1027.15,0.02,2.2,11555.98,0.1,0.52,6.35,33,1,0.18,8.66,0.01,25.28,76.24,41.98,5,,106.76,149.86,191.14,2905.8,19.35,4.51,0.76,0.01,30,4,392.45,5,18911.69,427.3,,2020-08-15,4-1
1031.64,0.02,2.2,11598.52,0.1,0.5,6.38,33,1,0.17,8.88,0.01,25.99,75.42,43.1,5,,106.49,153.92,191.15,2905.9,19.06,4.46,0.75,0.01,30,4,391.5,5,19014.45,428.06,,2020-08-16,4-1
1036.08,0.02,2.21,11642.18,0.1,0.47,6.42,33,1,0.16,9.12,0.01,26.73,74.67,44.22,5,,106.47,158,191.15,2906,18.81,4.41,0.74,0.01,30,4,391.31,5,19120.21,428.81,,2020-08-17,4-1
1040.47,0.02,2.22,11686.96,0.1,0.45,6.47,33,1,0.15,9.35,0.01,27.49,74.01,45.35,5,,106.69,162.12,191.16,2906.1,18.6,4.37,0.74,0.01,30,4,391.83,5,19229,429.56,,2020-08-18,4-1
1044.83,0.02,2.24,11732.88,0.1,0.43,6.54,33,1,0.14,9.59,0.01,28.27,73.43,46.49,5,,107.12,166.27,191.17,2906.2,18.42,4.33,0.73,0.01,30,4,393.03,5,19340.85,430.29,,2020-08-19,4-1
1049.15,0.02,2.26,11779.93,0.11,0.42,6.62,33,1,0.14,9.84,0.01,29.06,72.93,47.63,5,,107.76,170.2,191.17,2906.31,18.29,4.31,0.73,0.01,30,4,394.89,5,19455.81,431.02,,2020-08-20,4-1
1053.46,0.02,2.29,11828.09,0.11,0.4,6.72,33,1,0.13,10.08,0.01,29.87,72.53,48.68,5,,108.6,172.01,191.18,2906.42,18.19,4.28,0.72,0.01,30,4,397.36,5,19573.93,431.75,,2020-08-21,4-1
1057.74,0.02,2.32,11877.28,0.11,0.39,6.82,33,1,0.12,10.34,0,30.7,72.21,49.7,5,,109.61,173.06,191.18,2906.53,18.12,4.27,0.72,0.01,30,4,400.43,5,19695.26,432.48,,2020-08-22,4-1
1062.01,0.02,2.35,11927.5,0.11,0.38,6.93,33,1,0.12,10.6,0,31.55,71.99,50.74,5,,110.8,174.01,191.19,2906.64,18.09,4.26,0.72,0.01,30,4,404.06,5,19819.88,433.2,,2020-08-23,4-1
1066.27,0.02,2.38,11978.76,0.11,0.37,7.05,33,1,0.11,10.86,0,32.41,71.85,51.77,5,,112.15,174.45,191.19,2906.75,18.09,4.25,0.72,0.01,30,4,408.23,5,19947.86,433.92,,2020-08-24,4-1
1070.53,0.02,2.42,12031.05,0.11,0.36,7.19,33,1,0.11,11.13,0,33.3,71.8,52.82,5,,113.65,174.84,191.19,2906.86,18.12,4.26,0.72,0.01,30,4,412.91,5,20079.25,434.65,,2020-08-25,4-1
1074.8,0.02,2.46,12084.41,0.12,0.35,7.33,33,1,0.1,11.4,0,34.2,71.84,53.89,5,,115.29,175.23,191.2,2906.98,18.19,4.27,0.72,0.01,30,4,418.07,5,20214.14,435.38,,2020-08-26,4-1
1079.08,0.02,2.51,12138.84,0.12,0.34,7.48,33,1,0.1,11.68,0,35.12,71.96,54.98,5,,117.07,175.62,191.2,2907.1,18.28,4.28,0.73,0.01,30,4,423.64,5,20352.59,436.11,,2020-08-27,4-1
1083.38,0.02,2.55,12194.38,0.12,0.33,7.63,33,1,0.1,11.96,0,36.07,72.17,56.09,5,,118.98,176,191.21,2907.22,18.4,4.3,0.73,0.01,30,4,429.57,5,20494.69,436.84,,2020-08-28,4-1
1087.7,0.02,2.6,12251.04,0.12,0.33,7.8,33,1,0.09,12.24,0,37.03,72.46,57.23,5,,121,176.38,191.21,2907.34,18.54,4.32,0.74,0.01,30,4,435.83,5,20640.51,437.58,,2020-08-29,4-1
1092.04,0.02,2.65,12308.84,0.12,0.32,7.97,33,1,0.09,12.53,0,38.02,72.83,58.38,5,,123.15,176.76,191.21,2907.46,18.71,4.35,0.75,0.01,30,4,442.38,5,20790.13,438.33,,2020-08-30,4-1
1096.42,0.02,2.7,12367.81,0.12,0.32,8.16,33,1,0.09,12.82,0,39.03,73.27,59.56,5,,125.4,177.13,191.22,2907.58,18.91,4.39,0.75,0.01,30,4,449.23,5,20943.63,439.09,,2020-08-31,4-1
1100.83,0.02,2.76,12427.97,0.13,0.32,8.35,33,1,0.08,13.13,0,40.05,73.78,60.76,5,,127.77,177.5,191.22,2907.71,19.12,4.42,0.76,0.01,30,4,456.36,5,21101.09,439.85,,2020-09-01,4-1
0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,5,,0,0,0,0,0,0,0,0,30,4,0,5,0,0,,2020-03-01,4-1
0,0.17,0,9.47,8.53,0.07,0.01,33,1,0,0.45,0,1.16,0,12.48,5,,0.16,13.04,0,5.07,0,0,0,0,30,4,0.26,5,11.91,0,,2020-03-02,4-1
0.01,0.65,0.03,23.11,14.38,0.44,0.05,33,1,0.01,1.48,0,3.52,0.02,14.66,5,,1,15.06,0,17.13,0.01,0.01,0,0.01,30,4,1.61,5,25.85,0,,2020-03-03,4-1
0.02,0.85,0.08,38.69,16.04,1.38,0.14,33,1,0.03,3.38,0,12.15,0.1,16.47,5,,2.98,17.06,0,32.57,0.06,0.02,0.01,0.04,30,4,5.33,5,41.73,0.01,,2020-03-04,4-1
0.05,0,0.18,56.06,17.7,3.13,0.3,33,1,0.07,5.09,0.01,11.11,0.27,18.26,5,,6.82,19.04,0.01,49.63,0.17,0.03,0.02,0.08,30,4,12.01,5,59.53,0.03,,2020-03-05,4-1
0.12,3.88,0.34,75.21,19.34,5.92,0.55,33,1,0.17,8.05,0.01,14.74,0.61,20.04,5,,12.78,21,0.02,68.4,0.38,0.06,0.04,0.15,30,4,22.13,5,79.23,0.06,,2020-03-06,4-1
0.22,5.61,0.56,96.14,20.97,9.98,0.93,33,1,0.33,12.08,0.03,21.53,1.2,21.8,5,,21.39,22.94,0.05,88.86,0.73,0.11,0.06,0.24,30,4,38.05,5,100.89,0.12,,2020-03-07,4-1
0.39,7.67,0.87,118.88,22.58,15.55,1.45,33,1,0.57,16.36,0.04,29.18,2.12,23.74,5,,33.2,28.22,0.09,110.99,1.27,0.17,0.1,0.38,30,4,59.89,5,124.76,0.22,,2020-03-08,4-1
0.63,10.04,1.26,144.08,24.18,22.79,2.12,33,1,0.93,21.09,0.07,37.85,3.46,26.66,5,,48.49,37,0.15,134.78,2.06,0.25,0.15,0.55,30,4,88.13,5,154.56,0.36,,2020-03-09,4-1
0.97,12.68,1.75,172.3,25.77,31.86,2.95,33,1,1.44,26.35,0.1,47.15,5.3,29.85,5,,67.44,46.45,0.25,160.21,3.13,0.36,0.22,0.77,30,4,123.13,5,196.24,0.58,,2020-03-10,4-1
1.45,15.56,2.32,204.17,27.52,42.85,3.95,33,1,2.11,32.06,0.15,57.01,7.72,33.96,5,,90.1,56.38,0.38,187.27,4.52,0.49,0.3,1.04,30,4,164.93,5,247.63,0.87,,2020-03-11,4-1
2.08,18.64,2.99,240.52,29.26,55.81,5.1,33,1,2.99,38.05,0.2,67.23,10.79,38.87,5,,116.55,66.7,0.57,216.06,6.29,0.64,0.41,1.37,30,4,213.51,5,309.14,1.26,,2020-03-12,4-1
2.88,21.88,3.74,282.21,31.51,70.76,6.41,33,1,4.08,44.29,0.27,77.81,14.56,44.56,5,,146.73,77.36,0.83,248.39,8.44,0.82,0.53,1.73,30,4,268.72,5,381.14,1.78,,2020-03-13,4-1
3.89,25.26,4.58,329.8,33.24,87.67,7.88,33,1,5.42,50.8,0.35,88.76,19.07,50.68,5,,180.57,88.36,1.16,284.72,11.02,1.02,0.66,2.14,30,4,330.41,5,463.98,2.43,,2020-03-14,4-1
5.13,28.76,5.51,383.7,35.66,106.51,9.49,33,1,7.03,57.52,0.44,100.01,24.36,57.21,5,,218,99.69,1.58,323.34,14.03,1.25,0.82,2.59,30,4,398.45,5,557.98,3.23,,2020-03-15,4-1
6.61,32.38,6.52,444.33,37.31,127.23,11.24,33,1,8.88,64.47,0.55,111.52,30.46,64.04,5,,258.95,111.24,2.11,362.97,17.5,1.5,1,3.08,30,4,472.63,5,663.42,4.21,,2020-03-16,4-1
8.37,36.1,7.6,511.97,38.94,149.77,13.11,33,1,10.99,71.67,0.67,123.6,37.35,71.23,5,,303.35,123.39,2.75,401.09,21.44,1.77,1.2,3.61,30,4,552.86,5,780.67,5.39,,2020-03-17,4-1
