county,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
New York,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.864212116841141,,,,78.9705768279121,18.8450933634253,185.090845379708
New York,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.614578015104346,,,,132.662917165382,32.4388936012396,307.48203526912
New York,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.456490588726474,,,,220.059706318027,55.4476907896154,503.228285053799
New York,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.370962061560522,,,,358.861330861159,94.7126566955905,802.006170332161
New York,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.328668401855222,,,,573.837681621988,161.08232503935,1258.2476866673
New York,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.299707689086805,,,,898.312708916637,270.123953311965,1926.96587684661
New York,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.271963337107415,,,,1375.78013663725,444.483741938963,2874.338897127
New York,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.243332434596816,observed,20.1165383740892,1,2061.61318640988,706.573461878087,4197.11439523066
New York,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.199248544975923,observed,29.9344046832005,0,3023.1392878756,1098.0017291085,5981.65400440237
New York,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.134734888219949,observed,47.8468288194782,2,4338.67959199875,1673.23630591118,8319.51293134518
New York,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.0765206245857613,observed,78.2875619881855,8.99999999999999,6094.81551938872,2498.53719998969,11345.8313445743
New York,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.0898390847951802,observed,125.657923787784,11,8381.50174124337,3654.17009733837,15087.6117730568
New York,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.271872508265446,observed,192.702660537402,2.00000000000001,11284.8979279316,5207.20552407501,19681.471825312
New York,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-0.741564523914423,observed,280.038953196532,52,14878.1874494183,7277.11765715572,25055.8739594916
New York,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,observed,-1.62982171286798,observed,387.500029976985,31,19211.0963628411,9966.04279467544,31351.7211825681
New York,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118101834314331,0.118101834314331,0.118101834314331,0.118101834314331,0.118101834314331,0.118101834314331,observed,-3.05528507471358,observed,516.245267786721,34.9999999999999,24299.2543316656,13294.2723220414,38460.6045947576
New York,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199262592825085,0.199262592825085,0.199262592825085,0.317364427139416,0.317364427139416,0.317364427139416,observed,-5.10715675747072,observed,670.987468699731,67.0000000000002,30114.7358783144,17374.3840658288,46073.8382752305
New York,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336197479684302,0.336197479684302,0.336197479684302,0.653561906823718,0.653561906823718,0.653561906823718,observed,-7.83925260565037,observed,863.062905262129,61.9999999999997,36580.185969359,22250.2296409019,53947.0195556595
New York,2020-03-12,30.5,13.3,66.7,10,10,10,10,10,10,30.5,13.3,66.7,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.567234752042042,0.567234752042042,0.567234752042042,1.22079665886576,1.22079665886576,1.22079665886576,observed,-11.2637834427093,observed,1114.56987060402,152,43567.2526682308,27770.7113379827,62429.8795346148
New York,2020-03-13,60.4,33.3,103.3,20,20,20,20,20,20,29.9,13.3,60,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.95704215011171,0.95704215011171,0.95704215011171,2.17783880897747,2.17783880897747,2.17783880897747,observed,-15.3381606277298,observed,1462.12521252422,152,50900.297774293,34111.2385257903,70731.7908598211
New York,2020-03-14,121.3,80,180,40,40,40,40,40,40,60.9,33.3,103.3,20,20,20,0,0,0,0,0,0,3,3,3,3,3,3,1.6147277729978,1.6147277729978,1.6147277729978,3.79256658197527,3.79256658197527,3.79256658197527,observed,-19.9581579085699,observed,1957.29624407917,218,58366.6492654954,41057.0226947528,78553.1438917698
New York,2020-03-15,181.5,126.7,243.4,60.5,60,63.3,60.1,60,61.7,60.1,35,105,20.5,20,23.3,0,0,0,0,0,0,5,5,5,8,8,8,2.69891222512104,2.69891222512104,2.69891222512104,6.49147880709631,6.49147880709631,6.49147880709631,observed,-24.9640393726878,observed,2659.34943421056,268,65732.1116071591,48126.3353503626,85813.8352213908
New York,2020-03-16,304.2,233.3,395,100.9,100,103.3,100.1,100,101.7,122.7,80,185,40.4,40,43.3,0,0,0,0,0,0,9,9,9,17,17,17,4.40849087175849,4.40849087175849,4.40849087175849,10.8999696788548,10.8999696788548,10.8999696788548,observed,-30.1518092978528,observed,3615.62190367758,369.000000000001,72758.8504850753,55148.0670493819,91943.2551067844
New York,2020-03-17,454.3,366.7,565.1,151.9,150,156.7,150.3,150,151.7,150.1,103.3,218.3,51,50,55,0,0,0,0,0,0,7,7,7,24,24,24,7.0373113863976,7.0373113863976,7.0373113863976,17.9372810652524,17.9372810652524,17.9372810652524,observed,-35.30027706346,observed,4832.02681593518,920.999999999999,79223.4994395934,62213.596854596,97386.3996513208
New York,2020-03-18,657,543.3,790,212.9,210,218.3,210.4,210,213.3,212.7,155,295,71,70,73.3,0,0,0,0,0,0,17,17,17,41,41,41,10.9797801650805,10.9797801650805,10.9797801650805,28.9170612303329,28.9170612303329,28.9170612303329,observed,-40.2093182904795,observed,6251.15847642425,1487,84934.3840602937,69029.4398809546,101910.997575804
New York,2020-03-19,928.8,791.6,1095,304.8,300,311.7,300.6,300,303.3,301.9,230,405,101.9,100,106.7,0,0,0,0,0,0,24,24,24,65,65,65,16.7457683489121,16.7457683489121,16.7457683489121,45.662829579245,45.662829579245,45.662829579245,observed,-44.7273911561785,observed,7760.94766114712,4003,89743.6347743077,75277.0333725367,104471.446398274
New York,2020-03-20,1282.6,1113.3,1465,417.1,411.7,425,410.9,410,413.3,393.3,303.3,493.4,132.3,130,136.7,0,0,0,0,0,0,32,32,32,97,97,97,24.9686824006807,24.9686824006807,24.9686824006807,70.6315119799257,70.6315119799257,70.6315119799257,observed,-48.7559338696069,observed,9234.5881159185,4887,93553.6879458003,80866.0142854604,106896.191947105
New York,2020-03-21,1738,1545,1945,570.5,563.3,580,561.4,560,565,515.3,418.3,628.4,173.4,170,178.3,0,0,0,0,0,0,40,40,40,137,137,137,36.4015470509693,36.4015470509693,36.4015470509693,107.033059030895,107.033059030895,107.033059030895,observed,-52.2422784419759,observed,10574.5492156983,5207,96318.8746690502,85370.5686627681,107859.292119672
New York,2020-03-22,2329.3,2100,2571.7,755.1,746.7,766.7,742.1,740,746.7,670.4,548.2,795,224.6,220,231.7,0,0,0,37.1,28.7,48.7,39,39,39,176,176,176,51.895804802768,51.895804802768,51.895804802768,158.928863833663,158.928863833663,158.928863833663,observed,-55.1684721956928,observed,11733.982228837,0,98042.9254800733,88575.3616778384,108265.605451344
New York,2020-03-23,3014.3,2753.3,3300,981.2,970,995,962.9,960,968.3,815.9,691.7,953.4,276.1,271.7,283.3,0,0,0,263.2,252,277,42,42,42,218,218,218,72.358128464718,72.358128464718,72.358128464718,231.286992298381,231.286992298381,231.286992298381,observed,-57.5391417260592,observed,12712.7507395921,5697,98772.2951236931,89832.4631995853,108332.732387735
New York,2020-03-24,3876.9,3584.9,4182,1259.2,1246.7,1273.3,1234,1230,1240,1030.4,880,1193.3,348,341.7,356.7,0,0,0,541.2,528.7,555.3,97,97,97,315,315,315,98.682350010018,98.682350010018,98.682350010018,329.969342308399,329.969342308399,329.969342308399,observed,-59.3839386471219,observed,13540.0829584607,4812,98587.6841470648,89977.086439302,108172.310876598
New York,2020-03-25,4855.8,4523.2,5205.1,1569.6,1555,1586.7,1535.4,1530,1541.7,1218.2,1070,1391.7,410.4,403.3,418.3,0,0,0,851.6,837,868.7,109,109,109,424,424,424,131.656791677702,131.656791677702,131.656791677702,461.626133986101,461.626133986101,461.626133986101,observed,-60.7643604010742,observed,14255.5193596518,7326.00000000002,97594.9749475902,88592.4081583699,107488.512142942
New York,2020-03-26,5953.1,5569.9,6355.1,1922.3,1903.3,1941.7,1877,1871.7,1885,1424.7,1240,1611.7,482.7,473.3,493.3,0,0,0,1204.3,1185.3,1223.7,126,126,126,550,550,550,171.853136395637,171.853136395637,171.853136395637,633.479270381738,633.479270381738,633.479270381738,observed,-61.7644168913351,observed,14894.406525316,6139.99999999999,95915.7523975765,86157.2669694581,106166.080471045
New York,2020-03-27,7165.9,6738.3,7597,2308.2,2286.7,2331.7,2249.2,2241.7,2258.3,1639.9,1451.7,1841.7,556,546.7,566.7,0,0,0,1590.2,1568.7,1613.7,185,185,185,735,735,735,219.509976408808,219.509976408808,219.509976408808,852.989246790546,852.989246790546,852.989246790546,observed,-62.4774030840814,observed,15480.8598978998,5625.99999999999,93676.658118056,83209.38453125,104323.192996264
New York,2020-03-28,8492.6,8021.6,8966.8,2726.7,2703.3,2755,2651.7,2643.3,2661.7,1883.9,1690,2103.4,638.9,628.3,651.7,0,0,0,2008.7,1985.3,2037,322,322,322,1057,1057,1057,274.429214323244,274.429214323244,274.429214323244,1127.41846111379,1127.41846111379,1127.41846111379,observed,-62.9914007368527,observed,16027.9403088108,8741.00000000001,91000.7115740111,80251.7866231463,101989.082497825
New York,2020-03-29,9851.4,9366.6,10370.3,3158.7,3133.3,3186.7,3064.6,3056.7,3075,2068.8,1856.7,2295,702.4,691.7,716.7,0,0,0,2440.7,2415.3,2468.7,246,246,246,1303,1303,1303,335.90315670334,335.90315670334,335.90315670334,1463.32161781713,1463.32161781713,1463.32161781713,observed,-63.3775317365706,observed,16542.2134501428,6310.00000000001,88000.8569072038,76994.4810879301,99302.2902751332
New York,2020-03-30,11252.9,10713.3,11768.9,3593.4,3563.3,3623.3,3477.8,3468.3,3490,2274.6,2058.3,2535,775.7,765,790,0,0,0,2875.4,2845.3,2905.3,357,357,357,1660,1660,1660,402.68087998344,402.68087998344,402.68087998344,1866.00249780057,1866.00249780057,1866.00249780057,observed,-63.6844417279776,observed,17028.7702549746,7721.99999999999,84774.9490377782,73687.6511696298,96475.7753841904
New York,2020-03-31,12608.2,12048.3,13213.4,4021.5,3988.3,4055,3881.6,3870,3893.3,2429.8,2198.3,2688.4,829.1,816.7,845,0,0,202.4,3303.5,3270.3,3337,470,470,470,2130,2130,2130,473.02525794348,473.02525794348,473.02525794348,2339.02775574405,2339.02775574405,2339.02775574405,observed,-63.9419255473221,observed,17494.0651175188,8647,81403.6314747544,70431.6910244062,93329.7812514752
New York,2020-04-01,13915,13319.9,14523.7,4431.9,4396.7,4466.7,4265.5,4253.3,4278.3,2576.5,2363.3,2860,882.3,866.7,898.4,904,308.9,1512.7,3713.9,3678.7,3748.7,566,566,566,2696,2696,2696,544.80729556759,544.80729556759,544.80729556759,2883.83505131164,2883.83505131164,2883.83505131164,observed,-64.1703291328585,observed,17946.1232147593,8190.99999999999,77951.9286022999,67126.7182647017,89915.518610873
New York,2020-04-02,15110.6,14506.4,15740.2,4805.1,4765,4845,4609.9,4596.7,4625,2668.3,2434.8,2933.5,915.5,900,931.7,2099.6,1495.4,2729.2,4087.1,4047,4127,485,485,485,3181,3181,3181,615.65089642109,615.65089642109,615.65089642109,3499.48594773273,3499.48594773273,3499.48594773273,observed,-64.386948912983,observed,18393.2214636088,8673.99999999997,74472.1800633501,63889.4607597812,86136.596254329
New York,2020-04-03,16170.6,15511.5,16773.5,5129.7,5088.3,5171.7,4904.5,4890,4920,2755.2,2498.3,3010.1,948.1,933.3,965,3159.6,2500.5,3762.5,4411.7,4370.3,4453.7,883,883,883,4064,4064,4064,683.15089206507,683.15089206507,683.15089206507,4182.6368397978,4182.6368397978,4182.6368397978,observed,-64.6064354942114,observed,18842.3224335934,10672,71006.0894741509,60841.8261967811,82518.7356340412
New York,2020-04-04,17044.2,16355,17702.1,5405.5,5358.3,5450,5149.2,5133.3,5165,2789.5,2538.2,3071.8,960.4,945,978.3,4033.2,3344,4691.1,4687.5,4640.3,4732,896,896,896,4960,4960,4960,745.07868860896,745.07868860896,745.07868860896,4927.71552840676,4927.71552840676,4927.71552840676,observed,-64.8413602655278,observed,19297.83243289,11032,67586.7080324101,57941.395918553,78749.929718938
New York,2020-04-05,17765.4,17103,18433.4,5620.5,5571.7,5666.7,5333.7,5318.3,5350,2829.6,2573.2,3108.4,971.1,956.7,988.3,4754.4,4092,5422.4,4902.5,4853.7,4948.7,678,678,678,5638,5638,5638,799.54907638987,799.54907638987,799.54907638987,5727.26460479663,5727.26460479663,5727.26460479663,observed,-65.0993588319281,observed,19760.5415442647,9533.99999999997,64239.8747619819,55029.5734880701,75050.8857505804
New York,2020-04-06,18294.4,17613.2,18952,5785.4,5735,5835,5468.2,5451.7,5485,2820.4,2568.3,3076.8,972.8,956.7,991.7,5283.4,4602.2,5941,5067.4,5017,5117,551,551,551,6189,6189,6189,845.12139231157,845.12139231157,845.12139231157,6572.3859971082,6572.3859971082,6572.3859971082,observed,-65.3741396033578,observed,20226.3457872315,8851.99999999996,60985.2225890216,51826.9823864412,71439.3141309391
New York,2020-04-07,18609.4,17953.2,19275.4,5878.2,5826.6,5928.3,5532.7,5515,5551.7,2760.2,2505,3040,953.3,936.7,971.7,5598.4,4942.2,6264.4,5160.2,5108.6,5210.3,1060,1060,1060,7249,7249,7249,880.88751311277,880.88751311277,880.88751311277,7453.27351022097,7453.27351022097,7453.27351022097,observed,-65.6450049393537,observed,20684.7522064065,8310.00000000006,57836.7092592861,49082.3783093472,67914.1821204061
New York,2020-04-08,18778.2,18114.9,19495.1,5929.3,5876.7,5981.7,5556.9,5538.3,5576.7,2739.5,2496.6,3003.3,943.8,926.7,961.7,5767.2,5103.9,6484.1,5211.3,5158.7,5263.7,1047,1047,1047,8296,8296,8296,906.46675043202,906.46675043202,906.46675043202,8359.74026065299,8359.74026065299,8359.74026065299,observed,-65.8849868677652,observed,21117.9460364231,11434.0000000001,54803.9442000222,46238.0705519296,64266.7994891761
New York,2020-04-09,18784,18083.1,19500,5928,5873.3,5985,5530.8,5511.7,5550,2669.1,2436.7,2926.7,924.6,906.7,945,5773,5072.1,6489,5210,5155.3,5267,1048,1048,1048,9344,9344,9344,921.9643385525,921.9643385525,921.9643385525,9281.70459920549,9281.70459920549,9281.70459920549,observed,-66.0685304584665,observed,21501.9402505883,10946.9999999999,51893.3692886416,43595.5372756454,60948.7682475104
New York,2020-04-10,18635.3,17989.7,19336.9,5882.1,5826.7,5941.7,5464,5443.3,5485,2581.6,2333.2,2830,893,876.7,910,5624.3,4978.7,6325.9,5164.1,5108.7,5223.7,880,880,880,10224,10224,10224,927.90487013311,927.90487013311,927.90487013311,10209.6094693386,10209.6094693386,10209.6094693386,observed,-66.1766093207032,observed,21811.0692901864,10788,49108.8205733834,41120.8639932402,57654.6718782304
New York,2020-04-11,18356.1,17698,19061.7,5792.7,5736.7,5855,5357,5336.7,5378.3,2487.4,2261.6,2765,863.1,846.7,880,5345.1,4687,6050.7,5074.7,5018.7,5137,985,985,985,11209,11209,11209,925.1409476604,925.1409476604,925.1409476604,11134.750416999,11134.750416999,11134.750416999,observed,-66.2004775797986,observed,22025.5823975393,8892.00000000009,46451.9958678492,38914.6401058063,54618.6119415311
New York,2020-04-12,17959.9,17266.6,18645.2,5668.8,5613.3,5733.3,5219.2,5198.3,5241.7,2402.3,2170,2651.7,831.8,816.7,850,4948.9,4255.6,5634.2,4950.8,4895.3,5015.3,959,959,959,12168,12168,12168,914.742491420899,914.742491420899,914.742491420899,12049.4929084199,12049.4929084199,12049.4929084199,observed,-66.1396941846077,observed,22139.8904245271,8206.00000000006,43923.0464937703,36769.9364379915,51699.414159252
New York,2020-04-13,17495.2,16846.4,18178.4,5529.6,5475,5595,5070.6,5050,5093.3,2307,2095,2558.4,799.8,783.3,818.3,4484.2,3835.4,5167.4,4811.6,4757,4877,886,886,886,13054,13054,13054,897.906420401901,897.906420401901,897.906420401901,12947.3993288218,12947.3993288218,12947.3993288218,observed,-65.9950887063058,observed,22168.0793637555,6927.99999999985,41520.9583794536,34732.0997873381,48821.9066586131
New York,2020-04-14,16982.4,16346.6,17661.9,5366.2,5311.7,5431.7,4901.5,4881.7,4923.4,2213.4,1998.3,2451.7,768.9,753.3,786.7,3971.4,3335.6,4650.9,4648.2,4593.7,4713.7,1008,1008,1008,14062,14062,14062,875.8955121006,875.8955121006,875.8955121006,13823.2948409224,13823.2948409224,13823.2948409224,observed,-65.7731756601545,observed,22144.2956014491,7495.00000000003,39243.7245438629,32832.8797070684,46185.1653505229
New York,2020-04-15,16374.8,15788.1,17053.5,5178.3,5121.7,5243.3,4711.6,4690,4735,2091.2,1886.6,2315,727.6,711.7,743.3,3363.8,2777.1,4042.5,4460.3,4403.7,4525.3,951,951,951,15013,15013,15013,849.960145831299,849.960145831299,849.960145831299,14673.2549867537,14673.2549867537,14673.2549867537,observed,-65.4907396072853,observed,22117.9246673397,11618.0000000001,37088.5319830181,31060.6074065118,43652.99034439
New York,2020-04-16,15759.3,15159.9,16422,4986.3,4928.3,5051.7,4521.4,4500,4545,2007.5,1785,2240,696.1,681.7,713.3,2748.3,2148.9,3411,4268.3,4210.3,4333.7,749,749,749,15762,15762,15762,821.190590698699,821.190590698699,821.190590698699,15494.4455774524,15494.4455774524,15494.4455774524,observed,-65.1691450434306,observed,22144.9741805471,9363.00000000006,35051.9967651723,29389.5212738007,41237.002416347
New York,2020-04-17,15132.7,14551.3,15778.3,4790.4,4731.7,4853.3,4330.8,4310,4353.3,1914.3,1694.9,2146.7,664.5,650,681.7,2121.7,1540.3,2767.3,4072.4,4013.7,4135.3,752,752,752,16514,16514,16514,790.4845254759,790.4845254759,790.4845254759,16284.9301029283,16284.9301029283,16284.9301029283,observed,-64.8306094402541,observed,22277.6101425915,7079.99999999985,33130.2734422276,27788.2205694094,39068.3243160512
New York,2020-04-18,14500.7,13934.9,15121.7,4592.2,4533.3,4655,4139.8,4120,4161.7,1818.9,1621.6,2025,632.9,620,648.3,1489.7,923.9,2110.7,3874.2,3815.3,3937,671,671,671,17185,17185,17185,758.564193503202,758.564193503202,758.564193503202,17043.4942964315,17043.4942964315,17043.4942964315,observed,-64.4957955752388,observed,22553.6482816524,6944.00000000009,31319.1534240646,26233.8952006907,36947.6674756561
New York,2020-04-19,13860.4,13269.7,14420,4390.6,4335,4451.7,3948.2,3926.7,3968.3,1729.9,1533.2,1958.5,601.3,586.7,618.3,849.4,258.7,1409,3672.6,3617,3733.7,629,629,629,17814,17814,17814,725.996635653497,725.996635653497,725.996635653497,17769.490932085,17769.490932085,17769.490932085,observed,-64.1788681115072,observed,22988.0205873366,6292.99999999988,29614.2034805966,24871.8942618865,34841.7465645155
New York,2020-04-20,13213.5,12681.5,13770.1,4187.4,4130,4248.3,3756.3,3736.7,3776.7,1632,1450,1830.1,570,556.7,586.7,202.5,0,759.1,3469.4,3412,3530.3,613,613,613,18427,18427,18427,693.243237735202,693.243237735202,693.243237735202,18462.7341698202,18462.7341698202,18462.7341698202,observed,-63.8814147590776,observed,23567.9901469129,5221.00000000009,28010.8652481382,23576.3269577366,32954.6828257898
New York,2020-04-21,12581,12028.3,13103.5,3992.2,3936.7,4051.7,3574.2,3555,3593.4,1546.9,1371.6,1741.8,538.6,525,553.4,0,0,92.5,3274.2,3218.7,3333.7,660,660,660,19087,19087,19087,660.677206394899,660.677206394899,660.677206394899,19123.4113762151,19123.4113762151,19123.4113762151,observed,-63.5921128990231,observed,24253.4263192346,5011.99999999994,26504.5282008503,22298.9295050521,31149.4451416496
New York,2020-04-22,11967.2,11485,12526.8,3794.5,3738.3,3853.4,3391.8,3371.7,3411.7,1455.6,1270,1655,506.9,495,521.7,0,0,0,3076.5,3020.3,3135.4,579,579,579,19666,19666,19666,628.6109433315,628.6109433315,628.6109433315,19752.0223195466,19752.0223195466,19752.0223195466,observed,-63.2960195914857,observed,24982.382975506,5063.99999999994,25090.6030804374,21151.7177296893,29471.9316799854
New York,2020-04-23,11373.4,10858.1,11910,3606.8,3553.3,3660,3219.3,3201.6,3238.4,1395.2,1233.3,1571.7,485.3,473.3,498.3,0,0,0,2888.8,2835.3,2942,658,658,658,20324,20324,20324,597.2755062951,597.2755062951,597.2755062951,20349.2978258417,20349.2978258417,20349.2978258417,observed,-62.9823862544742,observed,25681.5896282925,5150,23764.5672048835,20036.665370907,27856.7302458247
New York,2020-04-24,10783.4,10283.3,11280,3417.9,3363.3,3471.7,3046.7,3028.3,3066.7,1307.5,1145,1486.7,454.2,441.7,468.3,0,0,0,2699.9,2645.3,2753.7,583,583,583,20907,20907,20907,566.833218219501,566.833218219501,566.833218219501,20916.1310440612,20916.1310440612,20916.1310440612,observed,-62.6458462079692,observed,26280.5319245834,8266.00000000006,22521.9562806477,19057.4892853797,26226.2125793485
