fips,date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,county
36035,2020-04-28,4,91,4,4,2,7,1.36,1.02,0,11280,851,41612,446,67,697,36035,Fulton
36035,2020-04-29,4,91,4,4,2,7,1.4,1,0,11463,859,41426,449,71,720,36035,Fulton
36035,2020-04-30,4,91,4,4,2,7,1.38,0.96,0,11646,866,41240,451,75,753,36035,Fulton
36035,2020-05-01,4,91,4,4,2,7,1.36,0.92,0,11831,873,41054,453,79,783,36035,Fulton
36035,2020-05-02,4,91,4,4,2,7,1.34,0.9,0,12016,879,40866,455,82,816,36035,Fulton
36035,2020-05-03,4,91,4,4,2,7,1.22,0.88,0,12202,885,40678,457,84,839,36035,Fulton
36035,2020-05-04,4,91,4,4,2,7,1.26,0.86,0,12389,890,40490,458,97,889,36035,Fulton
36035,2020-05-05,4,91,4,4,2,7,1.26,0.84,0,12576,895,40302,459,100,936,36035,Fulton
36035,2020-05-06,4,91,4,4,2,7,1.24,0.84,0,12764,900,40114,460,101,965,36035,Fulton
36035,2020-05-07,4,91,4,4,2,7,1.28,0.82,0,12952,903,39925,461,103,990,36035,Fulton
36035,2020-05-08,4,91,4,4,2,7,1.26,0.8,0,13140,906,39737,461,104,1019,36035,Fulton
36035,2020-05-09,4,91,4,4,2,7,1.26,0.78,0,13328,909,39549,461,107,1047,36035,Fulton
36035,2020-05-10,4,91,4,4,2,7,1.24,0.78,0,13516,911,39362,460,109,1104,36035,Fulton
36035,2020-05-11,4,91,4,4,2,7,1.28,0.76,0,13703,912,39175,460,135,1178,36035,Fulton
36035,2020-05-12,4,91,4,4,2,7,1.3,0.74,0,13891,913,38988,459,140,1234,36035,Fulton
36035,2020-05-13,5,91,4,4,2,7,1.26,0.72,0,14078,913,38803,457,144,1311,36035,Fulton
36035,2020-05-14,5,91,4,4,2,7,1.28,0.7,0,14264,913,38618,456,145,1377,36035,Fulton
36035,2020-05-15,5,91,4,4,2,7,1.26,0.7,0,14450,912,38434,454,148,1474,36035,Fulton
36035,2020-05-16,5,91,4,4,2,7,1.26,0.68,0,14634,911,38252,452,171,1561,36035,Fulton
36035,2020-05-17,5,91,4,4,2,7,1.24,0.68,0,14818,909,38070,449,182,1682,36035,Fulton
36035,2020-05-18,5,91,5,4,2,7,1.2,0.66,0,15001,906,37890,446,182,1712,36035,Fulton
36035,2020-05-19,5,91,5,4,2,7,1.2,0.64,0,15182,903,37712,443,184,1799,36035,Fulton
36035,2020-05-20,5,91,5,4,2,7,1.16,0.64,0,15363,899,37535,440,186,1897,36035,Fulton
36035,2020-05-21,5,91,5,4,2,7,1.12,0.64,0,15542,895,37359,437,189,1982,36035,Fulton
36035,2020-05-22,5,91,5,4,2,7,1.12,0.64,0,15719,890,37185,433,193,2120,36035,Fulton
36035,2020-05-23,5,91,5,4,2,7,1.12,0.62,0,15895,884,37013,429,194,2203,36035,Fulton
36035,2020-05-24,5,91,5,4,2,7,1.08,0.64,0,16069,879,36843,425,196,2287,36035,Fulton
36035,2020-05-25,5,91,5,4,2,7,1.06,0.62,0,16242,872,36675,421,196,2331,36035,Fulton
36035,2020-05-26,5,91,5,4,2,7,1.06,0.62,0,16413,865,36509,416,198,2441,36035,Fulton
36035,2020-05-27,5,91,5,4,2,7,1.06,0.62,0,16582,858,36345,411,200,2662,36035,Fulton
36035,2020-05-28,5,91,5,4,2,7,1.06,0.62,0,16748,850,36183,406,206,2858,36035,Fulton
36035,2020-05-29,5,91,5,4,2,7,1.06,0.62,1,16913,842,36023,401,207,3003,36035,Fulton
36035,2020-05-30,5,91,4,4,2,7,1.04,0.64,2,17076,834,35866,396,208,3161,36035,Fulton
36035,2020-05-31,5,91,4,4,2,7,1.04,0.64,3,17237,825,35710,391,210,3328,36035,Fulton
36035,2020-06-01,5,91,4,4,2,7,1.04,0.66,4,17395,816,35558,385,212,3409,36035,Fulton
36035,2020-06-02,5,91,4,4,2,7,1.04,0.66,5,17551,806,35407,379,213,3605,36035,Fulton
36035,2020-06-03,5,91,4,4,2,7,1.04,0.66,6,17705,796,35259,374,215,3790,36035,Fulton
36035,2020-06-04,5,91,4,4,2,7,1.04,0.66,7,17856,786,35114,368,219,4034,36035,Fulton
36035,2020-06-05,4,91,4,4,2,7,1.04,0.66,8,18005,775,34971,362,222,4264,36035,Fulton
36035,2020-06-06,4,91,4,4,2,7,1.04,0.66,9,18152,764,34830,356,224,4467,36035,Fulton
36035,2020-06-07,4,91,4,4,2,7,1.04,0.66,10,18296,753,34692,350,227,4718,36035,Fulton
36035,2020-06-08,4,91,4,4,2,7,1.04,0.66,11,18437,742,34557,344,228,4966,36035,Fulton
36035,2020-06-09,4,91,4,4,2,7,1.04,0.66,12,18576,731,34424,338,228,5098,36035,Fulton
36035,2020-06-10,4,91,4,4,2,7,1.04,0.66,13,18713,719,34293,331,230,5251,36035,Fulton
36035,2020-06-11,4,91,4,4,2,7,1.04,0.66,14,18847,707,34166,325,231,5602,36035,Fulton
36035,2020-06-12,4,91,4,4,2,7,1.02,0.64,15,18978,695,34041,319,232,5765,36035,Fulton
36035,2020-06-13,4,91,4,4,2,7,1.02,0.64,15,19107,683,33918,312,234,5931,36035,Fulton
36035,2020-06-14,4,91,4,4,2,7,1.02,0.66,16,19234,671,33798,306,235,6031,36035,Fulton
36035,2020-06-15,4,91,4,4,2,7,1.02,0.66,17,19357,659,33681,300,236,6188,36035,Fulton
36035,2020-06-16,4,91,4,4,1,7,1.02,0.66,18,19478,647,33566,294,236,6273,36035,Fulton
36035,2020-06-17,4,91,4,4,1,7,1.02,0.66,19,19597,634,33453,287,236,6419,36035,Fulton
36035,2020-06-18,4,91,4,4,1,7,1.02,0.66,20,19713,622,33343,281,237,6591,36035,Fulton
36035,2020-06-19,4,91,4,4,1,7,1.02,0.66,20,19827,610,33236,275,243,6875,36035,Fulton
36035,2020-06-20,4,91,4,4,1,7,1.02,0.66,21,19938,597,33131,269,243,7084,36035,Fulton
36035,2020-06-21,4,91,4,4,1,7,1.02,0.66,22,20046,585,33029,263,243,7084,36035,Fulton
36035,2020-06-22,4,91,4,4,1,7,1.02,0.68,23,20152,573,32929,256,,,36035,Fulton
36035,2020-06-23,4,91,3,4,1,7,,,24,20256,560,32831,250,,,36035,Fulton
36035,2020-06-24,4,91,3,4,1,7,,,24,20357,548,32736,245,,,36035,Fulton
36035,2020-06-25,3,91,3,4,1,7,,,25,20456,536,32643,239,,,36035,Fulton
36035,2020-06-26,3,91,3,4,1,7,,,26,20552,524,32553,233,,,36035,Fulton
36035,2020-06-27,3,91,3,4,1,7,,,26,20646,512,32465,227,,,36035,Fulton
36035,2020-06-28,3,91,3,4,1,7,,,27,20738,500,32379,221,,,36035,Fulton
36035,2020-06-29,3,91,3,4,1,7,,,28,20827,488,32295,216,,,36035,Fulton
36035,2020-06-30,3,91,3,4,1,7,,,28,20914,477,32213,210,,,36035,Fulton
36035,2020-07-01,3,91,3,4,1,7,,,29,20999,465,32134,205,,,36035,Fulton
36035,2020-07-02,3,91,3,4,1,7,,,30,21081,454,32057,200,,,36035,Fulton
36035,2020-07-03,3,91,3,4,1,7,,,30,21162,443,31981,194,,,36035,Fulton
36035,2020-07-04,3,91,3,4,1,7,,,31,21240,432,31908,189,,,36035,Fulton
36035,2020-07-05,3,91,3,4,1,7,,,32,21317,421,31837,184,,,36035,Fulton
36035,2020-07-06,3,91,3,4,1,7,,,32,21391,410,31768,179,,,36035,Fulton
36035,2020-07-07,3,91,3,4,1,7,,,33,21463,399,31700,174,,,36035,Fulton
36035,2020-07-08,3,91,3,4,1,7,,,33,21533,389,31635,169,,,36035,Fulton
36035,2020-07-09,3,91,3,4,1,7,,,34,21602,379,31571,165,,,36035,Fulton
36035,2020-07-10,3,91,2,4,1,7,,,35,21668,369,31510,160,,,36035,Fulton
36035,2020-07-11,2,91,2,4,1,7,,,35,21733,359,31449,156,,,36035,Fulton
36035,2020-07-12,2,91,2,4,1,7,,,36,21796,349,31391,151,,,36035,Fulton
36035,2020-07-13,2,91,2,4,1,7,,,36,21857,340,31334,147,,,36035,Fulton
36035,2020-07-14,2,91,2,4,1,7,,,37,21916,330,31279,143,,,36035,Fulton
36035,2020-07-15,2,91,2,4,1,7,,,37,21974,321,31225,139,,,36035,Fulton
36035,2020-07-16,2,91,2,4,1,7,,,38,22030,312,31173,135,,,36035,Fulton
36035,2020-07-17,2,91,2,4,1,7,,,38,22085,304,31122,131,,,36035,Fulton
36035,2020-07-18,2,91,2,4,1,7,,,39,22138,295,31073,127,,,36035,Fulton
36035,2020-07-19,2,91,2,4,1,7,,,39,22189,287,31026,123,,,36035,Fulton
36035,2020-07-20,2,91,2,4,0,7,,,39,22239,278,30979,119,,,36035,Fulton
36035,2020-07-21,2,91,2,4,0,7,,,40,22287,270,30935,116,,,36035,Fulton
36035,2020-07-22,2,91,2,4,0,7,,,40,22334,263,30891,112,,,36035,Fulton
36035,2020-07-23,2,91,2,4,0,7,,,41,22380,255,30849,109,,,36035,Fulton
36035,2020-07-24,2,91,2,4,0,7,,,41,22424,247,30808,106,,,36035,Fulton
36035,2020-07-25,2,91,2,4,0,7,,,41,22467,240,30768,102,,,36035,Fulton
36035,2020-07-26,2,91,2,4,0,7,,,42,22509,233,30730,99,,,36035,Fulton
36035,2020-07-27,2,91,1,4,0,7,,,42,22548,226,30693,96,,,36035,Fulton
36035,2020-07-28,1,91,1,4,0,7,,,42,22587,219,30657,93,,,36035,Fulton
36035,2020-07-29,1,91,1,4,0,7,,,43,22625,213,30622,90,,,36035,Fulton
36035,2020-07-30,1,91,1,4,0,7,,,43,22661,206,30589,88,,,36035,Fulton
36035,2020-07-31,1,91,1,4,0,7,,,43,22697,200,30556,85,,,36035,Fulton
36035,2020-08-01,1,91,1,4,0,7,,,43,22731,194,30524,82,,,36035,Fulton
36035,2020-08-02,1,91,1,4,0,7,,,44,22764,188,30494,80,,,36035,Fulton
36035,2020-08-03,1,91,1,4,0,7,,,44,22797,182,30464,77,,,36035,Fulton
36035,2020-08-04,1,91,1,4,0,7,,,44,22828,177,30435,75,,,36035,Fulton
36035,2020-08-05,1,91,1,4,0,7,,,44,22858,171,30407,72,,,36035,Fulton
36035,2020-08-06,1,91,1,4,0,7,,,44,22887,166,30380,70,,,36035,Fulton
36035,2020-08-07,1,91,1,4,0,7,,,45,22916,161,30354,68,,,36035,Fulton
36035,2020-08-08,1,91,1,4,0,7,,,45,22943,156,30329,66,,,36035,Fulton
36035,2020-08-09,1,91,1,4,0,7,,,45,22970,151,30305,63,,,36035,Fulton
36035,2020-08-10,1,91,1,4,0,7,,,45,22995,146,30281,61,,,36035,Fulton
36035,2020-08-11,1,91,1,4,0,7,,,45,23020,141,30258,59,,,36035,Fulton
36035,2020-08-12,1,91,1,4,0,7,,,45,23044,137,30236,58,,,36035,Fulton
36035,2020-08-13,1,91,1,4,0,7,,,46,23067,133,30215,56,,,36035,Fulton
36035,2020-08-14,1,91,0,4,0,7,,,46,23090,128,30194,54,,,36035,Fulton
36035,2020-08-15,0,91,0,4,0,7,,,46,23112,124,30174,52,,,36035,Fulton
36035,2020-08-16,0,91,0,4,0,7,,,46,23133,120,30155,50,,,36035,Fulton
36035,2020-08-17,0,91,0,4,0,7,,,46,23153,116,30136,49,,,36035,Fulton
36035,2020-08-18,0,91,0,4,0,7,,,46,23173,113,30118,47,,,36035,Fulton
36035,2020-08-19,0,91,0,4,0,7,,,46,23192,109,30100,46,,,36035,Fulton
36035,2020-08-20,0,91,0,4,0,7,,,46,23210,106,30083,44,,,36035,Fulton
36035,2020-08-21,0,91,0,4,0,7,,,47,23228,102,30067,43,,,36035,Fulton
36035,2020-08-22,0,91,0,4,0,7,,,47,23246,99,30051,41,,,36035,Fulton
36035,2020-08-23,0,91,0,4,0,7,,,47,23262,96,30036,40,,,36035,Fulton
36035,2020-08-24,0,91,0,4,0,7,,,47,23278,92,30021,39,,,36035,Fulton
36035,2020-08-25,0,91,0,4,0,7,,,47,23294,89,30006,37,,,36035,Fulton
36035,2020-08-26,0,91,0,4,0,7,,,47,23309,87,29992,36,,,36035,Fulton
36035,2020-08-27,0,91,0,4,0,7,,,47,23324,84,29979,35,,,36035,Fulton
36035,2020-08-28,0,91,0,4,0,7,,,47,23338,81,29966,34,,,36035,Fulton
36035,2020-08-29,0,91,0,4,0,7,,,47,23352,78,29954,33,,,36035,Fulton
36035,2020-08-30,0,91,0,4,0,7,,,47,23365,76,29941,31,,,36035,Fulton
36035,2020-08-31,0,91,0,4,0,7,,,48,23378,73,29930,30,,,36035,Fulton
36035,2020-09-01,0,91,0,4,0,7,,,48,23390,71,29918,29,,,36035,Fulton
36035,2020-09-02,0,91,0,4,0,7,,,48,23402,68,29907,28,,,36035,Fulton
36035,2020-09-03,0,91,0,4,0,7,,,48,23413,66,29897,27,,,36035,Fulton
36035,2020-09-04,0,91,0,4,0,7,,,48,23425,64,29887,26,,,36035,Fulton
36035,2020-09-05,0,91,0,4,0,7,,,48,23435,62,29877,26,,,36035,Fulton
36035,2020-09-06,0,91,0,4,0,7,,,48,23446,60,29867,25,,,36035,Fulton
36035,2020-09-07,0,91,0,4,0,7,,,48,23456,58,29858,24,,,36035,Fulton
36035,2020-09-08,0,91,0,4,0,7,,,48,23466,56,29849,23,,,36035,Fulton
36035,2020-09-09,0,91,0,4,0,7,,,48,23475,54,29840,22,,,36035,Fulton
36035,2020-09-10,0,91,0,4,0,7,,,48,23484,52,29832,21,,,36035,Fulton
36035,2020-09-11,0,91,0,4,0,7,,,48,23493,50,29824,21,,,36035,Fulton
36035,2020-09-12,0,91,0,4,0,7,,,48,23502,49,29816,20,,,36035,Fulton
36035,2020-09-13,0,91,0,4,0,7,,,48,23510,47,29808,19,,,36035,Fulton
36035,2020-09-14,0,91,0,4,0,7,,,48,23518,45,29801,19,,,36035,Fulton
36035,2020-09-15,0,91,0,4,0,7,,,49,23525,44,29794,18,,,36035,Fulton
36035,2020-09-16,0,91,0,4,0,7,,,49,23533,42,29787,17,,,36035,Fulton
36035,2020-09-17,0,91,0,4,0,7,,,49,23540,41,29781,17,,,36035,Fulton
36035,2020-09-18,0,91,0,4,0,7,,,49,23547,40,29774,16,,,36035,Fulton
36035,2020-09-19,0,91,0,4,0,7,,,49,23554,38,29768,16,,,36035,Fulton
36035,2020-09-20,0,91,0,4,0,7,,,49,23560,37,29762,15,,,36035,Fulton
36035,2020-09-21,0,91,0,4,0,7,,,49,23567,36,29757,15,,,36035,Fulton
36035,2020-09-22,0,91,0,4,0,7,,,49,23573,34,29751,14,,,36035,Fulton
36037,2020-03-21,0,193,0,5,0,9,,,0,0,35,57201,42,1,35,36037,Genesee
36037,2020-03-22,0,193,0,5,0,9,1.5,4,0,19,46,57170,54,1,37,36037,Genesee
36037,2020-03-23,0,193,0,5,0,9,1.48,3.32,0,45,61,57128,70,1,45,36037,Genesee
36037,2020-03-24,0,193,0,5,0,9,1.46,2.94,0,78,80,57073,92,2,51,36037,Genesee
36037,2020-03-25,0,193,0,5,0,9,1.44,2.7,0,121,104,57002,120,4,68,36037,Genesee
36037,2020-03-26,0,193,0,5,0,9,1.42,2.5,0,177,136,56910,156,6,87,36037,Genesee
36037,2020-03-27,0,193,0,5,0,9,1.4,2.36,0,250,177,56791,202,7,105,36037,Genesee
36037,2020-03-28,0,193,0,5,0,9,1.38,2.24,0,343,229,56645,254,9,109,36037,Genesee
36037,2020-03-29,0,193,0,5,0,9,1.38,2.12,0,459,291,56470,314,9,121,36037,Genesee
36037,2020-03-30,0,193,0,5,0,9,1.54,2.12,0,601,366,56263,380,10,144,36037,Genesee
36037,2020-03-31,0,193,0,5,0,9,1.52,1.94,0,770,452,56022,451,13,169,36037,Genesee
36037,2020-04-01,0,193,0,5,0,9,1.48,1.82,0,969,549,55750,524,14,207,36037,Genesee
36037,2020-04-02,0,193,0,5,0,9,1.6,1.74,0,1198,655,55448,597,16,228,36037,Genesee
36037,2020-04-03,1,193,1,5,0,9,1.56,1.6,0,1455,767,55122,666,20,254,36037,Genesee
36037,2020-04-04,1,193,1,5,0,9,1.64,1.52,0,1739,883,54779,724,22,264,36037,Genesee
36037,2020-04-05,1,193,1,5,1,9,1.58,1.4,0,2045,996,54428,770,23,274,36037,Genesee
36037,2020-04-06,1,193,1,5,1,9,1.64,1.32,0,2365,1102,54081,797,33,301,36037,Genesee
36037,2020-04-07,2,193,2,5,1,9,1.58,1.22,0,2692,1194,53747,803,47,318,36037,Genesee
36037,2020-04-08,2,193,2,5,1,9,1.52,1.16,0,3017,1268,53440,785,56,352,36037,Genesee
36037,2020-04-09,2,193,2,5,1,9,1.48,1.1,0,3330,1316,53170,743,65,375,36037,Genesee
36037,2020-04-10,3,193,3,5,1,9,1.44,1.06,0,3622,1336,52931,690,67,391,36037,Genesee
36037,2020-04-11,3,193,3,5,2,9,1.42,1,0,3896,1337,52694,654,69,408,36037,Genesee
36037,2020-04-12,3,193,3,5,2,9,1.4,0.96,0,4157,1326,52458,628,71,413,36037,Genesee
36037,2020-04-13,4,193,4,5,2,9,1.42,0.94,0,4409,1309,52226,608,76,442,36037,Genesee
36037,2020-04-14,4,193,4,5,2,9,1.4,0.9,0,4654,1288,51998,591,76,457,36037,Genesee
36037,2020-04-15,4,193,4,5,2,9,1.38,0.88,0,4892,1266,51774,577,78,467,36037,Genesee
36037,2020-04-16,4,193,4,5,2,9,1.3,0.86,0,5125,1242,51556,563,83,483,36037,Genesee
36037,2020-04-17,4,193,4,5,2,9,1.28,0.84,0,5351,1217,51342,549,87,492,36037,Genesee
36037,2020-04-18,4,193,4,5,2,9,1.28,0.8,0,5573,1193,51134,536,117,518,36037,Genesee
36037,2020-04-19,5,193,5,5,2,9,1.3,0.8,0,5789,1168,50931,523,119,530,36037,Genesee
36037,2020-04-20,5,193,5,5,2,9,1.3,0.76,0,6000,1143,50732,511,121,536,36037,Genesee
36037,2020-04-21,5,193,5,5,2,9,1.28,0.76,0,6206,1117,50539,498,122,552,36037,Genesee
36037,2020-04-22,5,193,5,5,2,9,1.26,0.74,0,6407,1092,50351,486,126,573,36037,Genesee
36037,2020-04-23,5,193,5,5,2,9,1.26,0.72,0,6603,1067,50167,474,127,591,36037,Genesee
36037,2020-04-24,5,193,5,5,2,9,1.2,0.72,0,6793,1043,49988,461,141,722,36037,Genesee
36037,2020-04-25,5,193,5,5,2,9,1.2,0.7,0,6979,1018,49814,449,144,756,36037,Genesee
36037,2020-04-26,5,193,5,5,2,9,1.16,0.7,0,7160,993,49645,438,148,772,36037,Genesee
36037,2020-04-27,5,193,5,5,2,9,1.12,0.7,0,7336,969,49481,426,149,799,36037,Genesee
36037,2020-04-28,5,193,5,5,2,9,1.12,0.68,0,7508,945,49321,414,152,822,36037,Genesee
36037,2020-04-29,5,193,5,5,2,9,1.12,0.68,0,7675,921,49165,403,153,853,36037,Genesee
36037,2020-04-30,5,193,5,5,2,9,1.12,0.68,0,7837,898,49014,392,154,881,36037,Genesee
36037,2020-05-01,5,193,5,5,2,9,1.12,0.68,0,7995,875,48867,381,155,935,36037,Genesee
36037,2020-05-02,5,193,5,5,2,9,1.08,0.68,0,8149,852,48724,370,155,960,36037,Genesee
36037,2020-05-03,5,193,5,5,2,9,1.08,0.68,0,8298,829,48586,359,159,1004,36037,Genesee
36037,2020-05-04,5,193,5,5,2,9,1.08,0.68,0,8442,807,48452,349,159,1051,36037,Genesee
36037,2020-05-05,4,193,4,5,2,9,1.08,0.68,0,8583,785,48322,338,162,1107,36037,Genesee
36037,2020-05-06,4,193,4,5,2,9,1.08,0.68,0,8719,763,48196,328,168,1199,36037,Genesee
36037,2020-05-07,4,193,4,5,2,9,1.08,0.68,0,8851,741,48074,318,169,1260,36037,Genesee
36037,2020-05-08,4,193,4,5,2,9,1.08,0.68,0,8978,719,47957,307,170,1306,36037,Genesee
36037,2020-05-09,4,193,4,5,2,9,1.08,0.68,0,9102,698,47845,296,172,1453,36037,Genesee
36037,2020-05-10,4,193,4,5,2,9,1.06,0.68,0,9221,676,47737,285,173,1634,36037,Genesee
36037,2020-05-11,4,193,4,5,2,9,1.06,0.68,0,9335,655,47633,275,174,1710,36037,Genesee
36037,2020-05-12,4,193,4,5,2,9,1.04,0.68,0,9445,633,47534,264,174,1806,36037,Genesee
36037,2020-05-13,4,193,4,5,2,9,1.04,0.68,0,9551,611,47439,253,175,1882,36037,Genesee
36037,2020-05-14,4,193,4,5,1,9,1.04,0.68,0,9652,590,47348,243,175,1948,36037,Genesee
36037,2020-05-15,4,193,4,5,1,9,1.04,0.68,0,9749,569,47261,233,178,1992,36037,Genesee
36037,2020-05-16,4,193,4,5,1,9,1.04,0.68,0,9842,548,47178,223,180,2059,36037,Genesee
36037,2020-05-17,4,193,4,5,1,9,1.04,0.68,0,9931,527,47099,213,180,2089,36037,Genesee
36037,2020-05-18,3,193,3,5,1,9,1.04,0.68,0,10017,506,47023,203,182,2164,36037,Genesee
36037,2020-05-19,3,193,3,5,1,9,1.04,0.68,0,10098,486,46951,194,184,2257,36037,Genesee
36037,2020-05-20,3,193,3,5,1,9,1.06,0.7,0,10175,466,46883,185,188,2398,36037,Genesee
36037,2020-05-21,3,193,3,5,1,9,1.06,0.7,0,10249,447,46817,177,189,2439,36037,Genesee
36037,2020-05-22,3,193,3,5,1,9,1.06,0.7,0,10320,428,46754,169,191,2708,36037,Genesee
36037,2020-05-23,3,193,3,5,1,9,1.06,0.7,0,10387,410,46694,161,191,2889,36037,Genesee
36037,2020-05-24,3,193,3,5,1,9,1.06,0.7,0,10452,392,46637,154,192,2983,36037,Genesee
36037,2020-05-25,3,193,3,5,1,9,1.06,0.7,0,10513,375,46582,147,193,3040,36037,Genesee
36037,2020-05-26,3,193,3,5,1,9,1.06,0.7,0,10572,359,46530,141,195,3122,36037,Genesee
36037,2020-05-27,3,193,3,5,1,9,1.02,0.7,0,10629,344,46480,135,197,3297,36037,Genesee
36037,2020-05-28,3,193,2,5,1,9,1.02,0.7,0,10683,329,46432,129,199,3414,36037,Genesee
36037,2020-05-29,2,193,2,5,1,9,1.02,0.7,0,10734,315,46386,123,200,3548,36037,Genesee
36037,2020-05-30,2,193,2,5,1,9,1.02,0.7,0,10784,301,46342,118,202,3661,36037,Genesee
36037,2020-05-31,2,193,2,5,1,9,1.02,0.72,0,10831,288,46300,112,202,3743,36037,Genesee
36037,2020-06-01,2,193,2,5,1,9,1.02,0.72,0,10876,275,46260,107,202,3888,36037,Genesee
36037,2020-06-02,2,193,2,5,1,9,1.02,0.72,0,10919,263,46222,103,202,4152,36037,Genesee
36037,2020-06-03,2,193,2,5,1,9,1.02,0.72,0,10960,252,46185,98,205,4475,36037,Genesee
36037,2020-06-04,2,193,2,5,0,9,1.02,0.72,0,10999,240,46150,94,205,4612,36037,Genesee
36037,2020-06-05,2,193,2,5,0,9,1.02,0.72,1,11036,230,46117,89,206,4933,36037,Genesee
36037,2020-06-06,2,193,2,5,0,9,1.02,0.72,1,11072,220,46085,85,208,5084,36037,Genesee
36037,2020-06-07,1,193,1,5,0,9,1.02,0.72,1,11107,210,46055,82,208,5188,36037,Genesee
36037,2020-06-08,1,193,1,5,0,9,1.02,0.72,2,11139,201,46026,78,210,5386,36037,Genesee
36037,2020-06-09,1,193,1,5,0,9,1.02,0.72,2,11171,192,45998,74,211,5598,36037,Genesee
36037,2020-06-10,1,193,1,5,0,9,1.02,0.72,2,11200,183,45971,71,212,5831,36037,Genesee
36037,2020-06-11,1,193,1,5,0,9,1.02,0.72,2,11229,175,45946,68,212,6018,36037,Genesee
36037,2020-06-12,1,193,1,5,0,9,1.02,0.74,3,11256,167,45922,65,212,6192,36037,Genesee
36037,2020-06-13,1,193,1,5,0,9,1.02,0.74,3,11282,160,45899,62,212,6350,36037,Genesee
36037,2020-06-14,1,193,1,5,0,9,1.02,0.74,3,11307,153,45877,59,213,6440,36037,Genesee
36037,2020-06-15,1,193,1,5,0,9,1.02,0.74,3,11331,146,45856,56,213,6552,36037,Genesee
36037,2020-06-16,1,193,1,5,0,9,1.02,0.74,3,11354,139,45835,54,216,6691,36037,Genesee
36037,2020-06-17,1,193,1,5,0,9,1.02,0.74,4,11375,133,45816,51,217,6859,36037,Genesee
36037,2020-06-18,1,193,1,5,0,9,1.02,0.74,4,11396,127,45798,49,218,7101,36037,Genesee
36037,2020-06-19,1,193,1,5,0,9,1.02,0.74,4,11416,121,45780,47,222,7286,36037,Genesee
36037,2020-06-20,1,193,1,5,0,9,1.02,0.74,4,11435,116,45763,45,222,7394,36037,Genesee
36037,2020-06-21,0,193,0,5,0,9,1.06,0.74,4,11453,110,45747,43,222,7394,36037,Genesee
36037,2020-06-22,0,193,0,5,0,9,1.06,0.74,4,11470,106,45732,41,,,36037,Genesee
36037,2020-06-23,0,193,0,5,0,9,,,5,11486,101,45718,39,,,36037,Genesee
36037,2020-06-24,0,193,0,5,0,9,,,5,11502,96,45704,37,,,36037,Genesee
36037,2020-06-25,0,193,0,5,0,9,,,5,11517,92,45691,35,,,36037,Genesee
36037,2020-06-26,0,193,0,5,0,9,,,5,11531,88,45678,34,,,36037,Genesee
36037,2020-06-27,0,193,0,5,0,9,,,5,11545,84,45666,32,,,36037,Genesee
36037,2020-06-28,0,193,0,5,0,9,,,5,11558,80,45654,31,,,36037,Genesee
36037,2020-06-29,0,193,0,5,0,9,,,5,11570,76,45643,29,,,36037,Genesee
36037,2020-06-30,0,193,0,5,0,9,,,5,11582,73,45633,28,,,36037,Genesee
36037,2020-07-01,0,193,0,5,0,9,,,5,11594,69,45623,27,,,36037,Genesee
36037,2020-07-02,0,193,0,5,0,9,,,5,11604,66,45613,25,,,36037,Genesee
36037,2020-07-03,0,193,0,5,0,9,,,6,11615,63,45604,24,,,36037,Genesee
36037,2020-07-04,0,193,0,5,0,9,,,6,11624,60,45595,23,,,36037,Genesee
36037,2020-07-05,0,193,0,5,0,9,,,6,11634,58,45587,22,,,36037,Genesee
36037,2020-07-06,0,193,0,5,0,9,,,6,11643,55,45579,21,,,36037,Genesee
36037,2020-07-07,0,193,0,5,0,9,,,6,11651,52,45572,20,,,36037,Genesee
36037,2020-07-08,0,193,0,5,0,9,,,6,11660,50,45564,19,,,36037,Genesee
36037,2020-07-09,0,193,0,5,0,9,,,6,11667,48,45558,18,,,36037,Genesee
36037,2020-07-10,0,193,0,5,0,9,,,6,11675,46,45551,17,,,36037,Genesee
36037,2020-07-11,0,193,0,5,0,9,,,6,11682,43,45545,17,,,36037,Genesee
36037,2020-07-12,0,193,0,5,0,9,,,6,11689,41,45539,16,,,36037,Genesee
36037,2020-07-13,0,193,0,5,0,9,,,6,11695,40,45533,15,,,36037,Genesee
36037,2020-07-14,0,193,0,5,0,9,,,6,11701,38,45527,14,,,36037,Genesee
36037,2020-07-15,0,193,0,5,0,9,,,6,11707,36,45522,14,,,36037,Genesee
36037,2020-07-16,0,193,0,5,0,9,,,6,11713,34,45517,13,,,36037,Genesee
36037,2020-07-17,0,193,0,5,0,9,,,6,11718,33,45513,12,,,36037,Genesee
36037,2020-07-18,0,193,0,5,0,9,,,6,11723,31,45508,12,,,36037,Genesee
36037,2020-07-19,0,193,0,5,0,9,,,7,11728,30,45504,11,,,36037,Genesee
36037,2020-07-20,0,193,0,5,0,9,,,7,11733,28,45500,11,,,36037,Genesee
36037,2020-07-21,0,193,0,5,0,9,,,7,11737,27,45496,10,,,36037,Genesee
36037,2020-07-22,0,193,0,5,0,9,,,7,11741,26,45492,10,,,36037,Genesee
36037,2020-07-23,0,193,0,5,0,9,,,7,11746,25,45488,9,,,36037,Genesee
