state,date,reported_cases,predicted_infections_mean,predicted_infections_lower_CI_95,predicted_infections_higher_CI_95_cumulative,reported_deaths,estimated_deaths_mean,estimated_deaths_lower_CI_95,estimated_deaths_higher_CI_95,mean_time_varying_reproduction_number_R.t.,time_varying_reproduction_number_R.t._lower_CI_95,time_varying_reproduction_number_R.t._higher_CI_95,mean_infectious_individuals,infectious_individuals_lower_CI_95,infectious_individuals_higher_CI_95
NY,2020-05-02,4559,12501.4797036237,7327.83825793934,19598.6502264045,194,423.58292526761,337.629198018493,528.392650527492,0.955856907056884,0.653999705450902,1.2848837913322,110732.851680634,74359.6022493635,159637.965257193
NY,2020-05-03,3699,11793.4539834597,6682.23092644064,18957.7465580642,541,398.046347345636,316.678143057529,496.421823374553,0.948100301199969,0.651825851098323,1.27741786527094,104930.263631896,70555.9256934496,151618.680326289
NY,2020-05-04,2524,8519.33762402306,4582.14164059753,14086.1464153574,212,373.548016429371,297.687590699881,465.595290139646,0.706717685783437,0.488954315652488,0.955145220267919,101200.638172671,67519.4209174925,147291.312853675
NY,2020-05-05,2302,9338.20514640377,4813.80503161941,15823.4332628835,240,350.29926748275,278.535382687688,436.682675481535,0.792909502029386,0.549141030234634,1.06617250648185,98532.3108490886,65038.2086283769,144692.155528425
NY,2020-05-06,2746,7901.26209803658,3855.86593599496,13755.7093648703,928,328.26223211713,261.38302013404,408.554004533212,0.687662702955667,0.472845990297365,0.931587759328926,95717.103351192,62101.8697268451,142424.486227998
NY,2020-05-07,3526,8818.14063046607,4161.69412647227,15605.1081221259,250,307.605681780048,244.389229743914,384.371744903003,0.79007565300579,0.547805267108439,1.06084636539836,92706.8657988937,59331.2558358766,139515.770960168
NY,2020-05-08,2873,7552.13325926937,3391.56659011055,13832.3124543239,152,287.897872937984,228.363184679067,360.091477725064,0.698379276481794,0.482149846514456,0.946188703490035,89452.6849429921,55702.500424113,136945.557221388
NY,2020-05-09,2715,10266.8474371629,4515.53633188987,19166.9700868946,226,269.518113768176,213.721237444723,337.778932724708,0.983142121207045,0.678149516014009,1.31393944116805,86246.3138665598,52098.4118379506,134541.593110643
NY,2020-05-10,2138,10278.7950416671,4308.870491856,19847.808325935,214,252.293391577854,199.99100516717,316.549933939868,1.01514589395265,0.696898550875537,1.36431623810166,83364.2435466472,48283.0829507266,132368.973161206
NY,2020-05-11,1610,6378.19126106166,2475.75181132643,12858.4128855375,205,236.479673962717,187.202457304377,296.417248034537,0.638784563997499,0.436799561056222,0.868483491720053,81663.838554247,45451.5252619442,132854.008173598
